"CHA192504220",0,"Threatening weather CDT=105 CDT=more than 25000, NYT=close to 30000","FILENAME_TX","LINE_NUMBER_CT"
"CHA192508250",21,"Into LF bleachers","1925CHA.EVA.regular.comment.csv",583
"CHA192508250",25,"Through Davis","1925CHA.EVA.regular.comment.csv",584
"CHA192508250",37,"Wide throw","1925CHA.EVA.regular.comment.csv",585
"CHA192508250",39,"Paschal fumbled","1925CHA.EVA.regular.comment.csv",586
"CHA192508250",41,"Towering fly","1925CHA.EVA.regular.comment.csv",587
"CHA192508250",51,"Past Wanninger","1925CHA.EVA.regular.comment.csv",588
"CHA192508250",55,"Into LF bleachers","1925CHA.EVA.regular.comment.csv",589
"CHA192508250",57,"Robbed Ruth of a hit","1925CHA.EVA.regular.comment.csv",590
"CHA192508250",62,"Crouse beat the throw","1925CHA.EVA.regular.comment.csv",591
"CHA192508250",67,"Off Connally's glove","1925CHA.EVA.regular.comment.csv",592
"CHA192508260",2,"Off Sheely's glove to Barrett","1925CHA.EVA.regular.comment.csv",593
"CHA192508260",4,"Caught at the grandstand","1925CHA.EVA.regular.comment.csv",594
"CHA192508260",7,"NYTEM coverage ended here, continued on missing page","1925CHA.EVA.regular.comment.csv",595
"CHA192508260",13,"Sheely fumbled, recovered, then made a bad throw when Faber failed to cover 1B.","1925CHA.EVA.regular.comment.csv",596
"CHA192508260",18,"Tore through Johnson's glove","1925CHA.EVA.regular.comment.csv",597
"CHA192508260",61,"Liner knocked Pennock down and rolled to Meusel","1925CHA.EVA.regular.comment.csv",598
"CHA192508260",65,"Off Davis' glove","1925CHA.EVA.regular.comment.csv",599
"CHA192508270",13,"Through Wanninger's legs","1925CHA.EVA.regular.comment.csv",600
"CHA192508270",16,"Speared it with his bare hand","1925CHA.EVA.regular.comment.csv",601
"CHA192508270",19,"Knocked Lyons to his knees","1925CHA.EVA.regular.comment.csv",602
"CHA192508270",21,"Bounced off Shawkey's glove to Wanninger","1925CHA.EVA.regular.comment.csv",603
"CHA192508270",29,"Off Davis' knees","1925CHA.EVA.regular.comment.csv",604
"CHA192508270",30,"Mostil's nice stop held it to a single","1925CHA.EVA.regular.comment.csv",605
"CHA192508270",32,"Gehrig knocked it down and beat him to the bag","1925CHA.EVA.regular.comment.csv",606
"CHA192508270",34,"NYTEM coverage ended here","1925CHA.EVA.regular.comment.csv",607
"CHA192508270",37,"Off Davis' glove","1925CHA.EVA.regular.comment.csv",608
"CHA192508270",50,"Nearly a homer","1925CHA.EVA.regular.comment.csv",609
"CHA192508270",51,"Infield hit","1925CHA.EVA.regular.comment.csv",610
"CHA192508270",76,"Low throw","1925CHA.EVA.regular.comment.csv",611
"CHA192508270",82,"Past Barrett","1925CHA.EVA.regular.comment.csv",612
"CHA192508270",84,"Sheely leaped up and knocked down the liner","1925CHA.EVA.regular.comment.csv",613
"CHA192508280",53,"Would have been a triple but for fan interference down line","1925CHA.EVA.regular.comment.csv",614
"CHA192508290",2,"Wide throw","1925CHA.EVA.regular.comment.csv",615
"CHA192508290",7,"Caught at the grandstand","1925CHA.EVA.regular.comment.csv",616
"CHA192508290",21,"Into LF bleachers","1925CHA.EVA.regular.comment.csv",617
"CHA192508290",27,"Off Rice's glove","1925CHA.EVA.regular.comment.csv",618
"CHA192508290",37,"Off LF screen; narrowly missed a HR","1925CHA.EVA.regular.comment.csv",619
"CHA192508290",51,"Falk fumbled","1925CHA.EVA.regular.comment.csv",620
"CHA192508290",67,"Past Barrett","1925CHA.EVA.regular.comment.csv",621
"CHA192508290",68,"Into LF bleachers","1925CHA.EVA.regular.comment.csv",622
"CHA192508290",72,"Falk fumbled","1925CHA.EVA.regular.comment.csv",623
"CHA192508290",74,"Edwards hit a D76.B-3(E6/TH2) but was called out on appeal for failing to touch 1B.","1925CHA.EVA.regular.comment.csv",624
"CHA192509101",0,"Sheely was back after several days' layoff (leg)","1925CHA.EVA.regular.comment.csv",625
"CHA192509101",5,"Attempted double steal","1925CHA.EVA.regular.comment.csv",626
"CHA192509101",16,"Hit & run","1925CHA.EVA.regular.comment.csv",627
"CHA192509101",19,"Into LF bleachers; Gaston's 1st ML HR","1925CHA.EVA.regular.comment.csv",628
"CHA192509101",45,"Off the screen","1925CHA.EVA.regular.comment.csv",629
"CHA192509101",52,"Texas Leaguer","1925CHA.EVA.regular.comment.csv",630
"CHA192509101",64,"Source 127: 9/F","1925CHA.EVA.regular.comment.csv",631
"CHA192509101",70,"SLS: BX2(74)","1925CHA.EVA.regular.comment.csv",632
"CHA192509101",82,"SLS coverage ended here","1925CHA.EVA.regular.comment.csv",633
"CHA192509101",90,"ej,sislg101,M,rowlp801,Balls and strikes Browns Manager George Sisler ejected by HP umpire Pants Rowland for protesting balls/strikes","1925CHA.EVA.regular.comment.csv",634
"CHA192509101",97,"Through Kamm","1925CHA.EVA.regular.comment.csv",635
"CHA192509122",4,"Into LF bleachers","1925CHA.EVA.regular.comment.csv",636
"CHA192509122",12,"Falk fumbled","1925CHA.EVA.regular.comment.csv",637
"CHA192509122",15,"Through Kane","1925CHA.EVA.regular.comment.csv",638
"CHA192509122",35,"Into LF bleachers","1925CHA.EVA.regular.comment.csv",639
"CHA192509122",69,"CDN coverage ended here","1925CHA.EVA.regular.comment.csv",640
"CHA192510010",6,"Past Sewell","1925CHA.EVA.regular.comment.csv",641
"CHA192510010",11,"Past Barrett","1925CHA.EVA.regular.comment.csv",642
"CHA192510010",19,"When Grabowski ran off 1B Davis was trapped off 2B and run down, L.Sewell unassisted.","1925CHA.EVA.regular.comment.csv",643
"CHA192510010",51,"Past Sewell","1925CHA.EVA.regular.comment.csv",644
"CHA192510030",0,"CDT=92","1925CHA.EVA.regular.comment.csv",645
"CHA192510030",5,"Into RF bleachers","1925CHA.EVA.regular.comment.csv",646
"CHA192510030",50,"Through SS","1925CHA.EVA.regular.comment.csv",647
